link_id,record_id,cluster_id,paper_id,doi,entity_id,entity_type,molecule_id,preferred_name,matched_alias,match_start,match_end,match_basis,link_confidence,link_scope,ambiguity_status,link_status,resolved_canonical_smiles,resolved_inchikey,resolved_molecular_formula,identity_resolution_tier,identity_resolution_status,identity_resolution_source
ELINK-b2cf8e6d3af569c267,UKB-4da15604cf462dfadef9,CONDCL-3da1355969c7cc8a2f,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,314,318,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-6f5a8c598377aec85f,UKB-4da15604cf462dfadef9,CONDCL-3da1355969c7cc8a2f,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,489,493,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-ff4cefaaaa6cddcc95,UKB-4dbc1b356d85340cc20f,CONDCL-4c9d0b0d5fe9498795,ZPC-004762,10.1021/acs.macromol.8b02640,MOL-66c52f7f9749,existing_molecule,MOL-66c52f7f9749,2-isopropyl-9H-thioxanthen-9-one,ITX,288,291,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-5441d048b21cef7a66,UKB-4dbc1b356d85340cc20f,CONDCL-4c9d0b0d5fe9498795,ZPC-004762,10.1021/acs.macromol.8b02640,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,256,260,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-542d51a98d8ad88117,UKB-4dbc1b356d85340cc20f,CONDCL-4c9d0b0d5fe9498795,ZPC-004762,10.1021/acs.macromol.8b02640,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,269,273,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-b51c031f1afc18d1e0,UKB-4dbc1b356d85340cc20f,CONDCL-4c9d0b0d5fe9498795,ZPC-004762,10.1021/acs.macromol.8b02640,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,292,296,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-9a0188cc1e69bbcbdb,UKB-4dc544744b29dc9c828f,CONDCL-d2f827940effee1850,OA2P-000106,10.1016/j.eurpolymj.2023.111883,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,305,309,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-58a0010557ae12e0fe,UKB-4dc544744b29dc9c828f,CONDCL-d2f827940effee1850,OA2P-000106,10.1016/j.eurpolymj.2023.111883,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,75,79,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-a9dc6e68c5ea9ea5be,UKB-4dc544744b29dc9c828f,CONDCL-d2f827940effee1850,OA2P-000106,10.1016/j.eurpolymj.2023.111883,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,96,100,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-6353db0603da293587,UKB-4e60ce58ad543cd64a30,,ZPC-005664,10.3390/polym12112485,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,1082,1087,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-1d1ffbca210de6a022,UKB-4e60ce58ad543cd64a30,,ZPC-005664,10.3390/polym12112485,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,155,160,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-c0627ca09423e303c6,UKB-4e60ce58ad543cd64a30,,ZPC-005664,10.3390/polym12112485,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,283,288,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-e9dbc3abe4ccda39ad,UKB-4e60ce58ad543cd64a30,,ZPC-005664,10.3390/polym12112485,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,530,535,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-3ed0fa66a83bb686d0,UKB-4e60ce58ad543cd64a30,,ZPC-005664,10.3390/polym12112485,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,658,663,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-b4bec985ceb018fbd3,UKB-4e60ce58ad543cd64a30,,ZPC-005664,10.3390/polym12112485,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,943,948,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-5334e06bc1bb61890e,UKB-4e87b3098fbecd66428e,CONDCL-31a8ca087cef9edcef,ZPC-004762,10.1021/acs.macromol.8b02640,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,823,827,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-0cc67c4211fd9ec62c,UKB-4ea666d1bd8299ee48aa,CONDCL-256ea1bbfa67ba6e15,ZPC-000031,10.1021/acs.macromol.7b00089,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,391,396,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-ed4b89c9b0250d0053,UKB-4ea666d1bd8299ee48aa,CONDCL-256ea1bbfa67ba6e15,ZPC-000031,10.1021/acs.macromol.7b00089,SRCENT-90e15f63df794f3e59,source_local_unresolved,,OXE01,OXE01,381,386,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,CCCCCC/C(=N\OC(=O)c1ccccc1)C(=O)c1ccc(Sc2ccccc2)cc1,LOCXTTRLSIDGPS-AZPGRJICSA-N,C27H27NO3S,A_auto,automatic_closed_repeated_strict_panel_structure,repeated_strict_source_panels
ELINK-0f62c62865e4c3d417,UKB-4ea666d1bd8299ee48aa,CONDCL-256ea1bbfa67ba6e15,ZPC-000031,10.1021/acs.macromol.7b00089,SRCENT-90e15f63df794f3e59,source_local_unresolved,,OXE01,OXE01,492,497,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,CCCCCC/C(=N\OC(=O)c1ccccc1)C(=O)c1ccc(Sc2ccccc2)cc1,LOCXTTRLSIDGPS-AZPGRJICSA-N,C27H27NO3S,A_auto,automatic_closed_repeated_strict_panel_structure,repeated_strict_source_panels
ELINK-6349132a2449e10993,UKB-4eb25435cd6a01dd6007,CONDCL-93d8e262ea1540c4db,ZPC-000334,10.1109/icop56156.2022.9911711,MOL-29532714cf8d,existing_molecule,MOL-29532714cf8d,PETIA,PETIA,615,620,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-d22f7603d7b3852319,UKB-4eb25435cd6a01dd6007,CONDCL-93d8e262ea1540c4db,ZPC-000334,10.1109/icop56156.2022.9911711,MOL-29532714cf8d,existing_molecule,MOL-29532714cf8d,PETIA,PETIA,627,632,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-402073413a4ba3dda8,UKB-4eb25435cd6a01dd6007,CONDCL-93d8e262ea1540c4db,ZPC-000334,10.1109/icop56156.2022.9911711,MOL-af0b4bf4b596,existing_molecule,MOL-af0b4bf4b596,Irgacure 819,Irgacure 819,633,645,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-aaf232338f59c1a755,UKB-4eb6414ca6edf44cd03d,CONDCL-d4364b4a63320bf264,ZPC-000031,10.1021/acs.macromol.7b00089,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,353,358,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-5cff1f84b825c9ac41,UKB-4eb6414ca6edf44cd03d,CONDCL-d4364b4a63320bf264,ZPC-000031,10.1021/acs.macromol.7b00089,MOL-447f4048c58a,existing_molecule,MOL-447f4048c58a,OXE02,OXE02,697,702,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-3c063762a7c07c8e62,UKB-4eb6414ca6edf44cd03d,CONDCL-d4364b4a63320bf264,ZPC-000031,10.1021/acs.macromol.7b00089,SRCENT-90e15f63df794f3e59,source_local_unresolved,,OXE01,OXE01,343,348,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,CCCCCC/C(=N\OC(=O)c1ccccc1)C(=O)c1ccc(Sc2ccccc2)cc1,LOCXTTRLSIDGPS-AZPGRJICSA-N,C27H27NO3S,A_auto,automatic_closed_repeated_strict_panel_structure,repeated_strict_source_panels
ELINK-0432b4177fb7d9f7d5,UKB-4eb6414ca6edf44cd03d,CONDCL-d4364b4a63320bf264,ZPC-000031,10.1021/acs.macromol.7b00089,SRCENT-90e15f63df794f3e59,source_local_unresolved,,OXE01,OXE01,687,692,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,CCCCCC/C(=N\OC(=O)c1ccccc1)C(=O)c1ccc(Sc2ccccc2)cc1,LOCXTTRLSIDGPS-AZPGRJICSA-N,C27H27NO3S,A_auto,automatic_closed_repeated_strict_panel_structure,repeated_strict_source_panels
ELINK-9e545d14a7715cebf2,UKB-4ec1ac3525a7184c7f1a,CONDCL-86c3a28a3ff89a801f,ZPC-005746,10.1039/d5nr02899j,MOL-1cf7a6e2aeef,existing_molecule,MOL-1cf7a6e2aeef,DETC,DETC,69,73,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-91db658bf206e201df,UKB-4ec1ac3525a7184c7f1a,CONDCL-86c3a28a3ff89a801f,ZPC-005746,10.1039/d5nr02899j,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,56,60,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-ac918599fd81869078,UKB-4f0296a240db029817bd,CONDCL-217a1979a966e9fa13,ZPC-004394,10.1002/pola.28571,SRCENT-14dc4550b0c4925034,source_local_unresolved,,benzophenone,benzophenone,22,34,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem
ELINK-71e5a2f4fb651c2008,UKB-4f0296a240db029817bd,CONDCL-217a1979a966e9fa13,ZPC-004394,10.1002/pola.28571,SRCENT-14dc4550b0c4925034,source_local_unresolved,,benzophenone,benzophenone,848,860,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem
ELINK-92d5dc58aa8e956d8a,UKB-4f447de9da11984fc9a7,CONDCL-79decec321607b8c14,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,508,513,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-e567c81699fb2290bb,UKB-4f447de9da11984fc9a7,CONDCL-79decec321607b8c14,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,607,612,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-d222a01007789955a9,UKB-4f447de9da11984fc9a7,CONDCL-79decec321607b8c14,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,787,792,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-0c08dd7e6f4ab746f4,UKB-4f447de9da11984fc9a7,CONDCL-79decec321607b8c14,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,866,871,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-d86e9eececb872a1a4,UKB-4f5d63e94e5a2cebcd03,CONDCL-87ac6d8686a3a6bd76,ZPC-004425,10.1021/acs.macromol.0c01518,MOL-ca4ef42111bb,existing_molecule,MOL-ca4ef42111bb,V-Shape (paper-defined two-branched oligo(phenyleneethynylene) PI),V-Shape,165,172,exact_alias_in_evidence_anchor,global_structure_backed_alias_exact,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-f4f7ccc4ca4449d0c6,UKB-4fb094831e49e2074866,CONDCL-37e5ed186afec9eb0c,zotero_DV89B7W8,10.2217/rme.13.60,SRCENT-e06f67ba5177f4133a,source_local_unresolved,,Irgacure 2959,Irgacure 2959,342,355,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_alias_consensus,cross_source_trade_name_consensus_accepted,cross_source_trade_name_consensus
ELINK-06c7af9f14a12a8f2b,UKB-4fbfcc3a99dad6164fc0,CONDCL-9b5bcaac084d4b7b4e,zotero_XAY2YYCX,10.1021/ma9007785,MOL-46785f470448,existing_molecule,MOL-46785f470448,M3K,M3K,686,689,exact_alias_in_evidence_anchor,source_scoped_name_exact,source_scoped,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-ab14edc6563f0c9acb,UKB-4fd83d0a8b44f7410508,,ZPC-001953,10.1038/s41598-017-17391-1,MOL-1cf7a6e2aeef,existing_molecule,MOL-1cf7a6e2aeef,DETC,DETC,168,172,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-b6100cdce8509ee609,UKB-4fd83d0a8b44f7410508,,ZPC-001953,10.1038/s41598-017-17391-1,MOL-63120fab18fb,existing_molecule,MOL-63120fab18fb,Irgacure 369,Irgacure 369,322,334,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-f1375cc3408cf0b7d3,UKB-4fd83d0a8b44f7410508,,ZPC-001953,10.1038/s41598-017-17391-1,MOL-af0b4bf4b596,existing_molecule,MOL-af0b4bf4b596,Irgacure 819,Irgacure 819,339,351,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-36cc147caa6f86d7e1,UKB-4ffc45b6f50b853072f8,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,557,561,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-e7faf752e277080789,UKB-502eaa55774b14cac3a0,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,396,400,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-4c46b4038c9847ea14,UKB-502eaa55774b14cac3a0,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,617,621,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-b3f5dedb995906cf02,UKB-502eaa55774b14cac3a0,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,132,137,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-a3dc99d7e7762c1d11,UKB-502eaa55774b14cac3a0,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,372,376,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-a02f00777d0f0cf0bc,UKB-502eaa55774b14cac3a0,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,596,600,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-9a7af77cc00f808afe,UKB-50351080063f017e0df1,CONDCL-1f3ec8b3a6f4844862,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,133,138,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-59666622e15d0894ac,UKB-50351080063f017e0df1,CONDCL-1f3ec8b3a6f4844862,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,259,264,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-b88f833146c3c8468b,UKB-50351080063f017e0df1,CONDCL-1f3ec8b3a6f4844862,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,289,294,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-7971d4ebb04ac32a02,UKB-50351080063f017e0df1,CONDCL-1f3ec8b3a6f4844862,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,300,305,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-dd7aca51d6322c1549,UKB-50351080063f017e0df1,CONDCL-1f3ec8b3a6f4844862,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,685,690,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-c0fbb814b9b0f1b122,UKB-50351080063f017e0df1,CONDCL-1f3ec8b3a6f4844862,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,804,809,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-735483d2e7e13c1831,UKB-50351080063f017e0df1,CONDCL-1f3ec8b3a6f4844862,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,850,855,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-b956a1aeb1a8b5fded,UKB-5045c3c897104dcece0f,CONDCL-90657a24f26c14f479,ZPC-005897,10.1016/j.indcrop.2020.113210,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,219,223,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-b6c233eb7955fc0b86,UKB-5045c3c897104dcece0f,CONDCL-90657a24f26c14f479,ZPC-005897,10.1016/j.indcrop.2020.113210,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,570,574,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-f7c5eb1badce32fcc7,UKB-5045c3c897104dcece0f,CONDCL-90657a24f26c14f479,ZPC-005897,10.1016/j.indcrop.2020.113210,SRCENT-80c712f7d0da19bffb,source_local_unresolved,,TPOL,TPOL,230,234,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,CCOP(=O)(C(=O)c1c(C)cc(C)cc1C)c1ccccc1,ZMDDERVSCYEKPQ-UHFFFAOYSA-N,C18H21O3P,A_multichannel,source_local_identity_accepted,source_text_pubchem_and_three_scale_panel
ELINK-32d823c1de8faccf3e,UKB-5045c3c897104dcece0f,CONDCL-90657a24f26c14f479,ZPC-005897,10.1016/j.indcrop.2020.113210,SRCENT-80c712f7d0da19bffb,source_local_unresolved,,TPOL,TPOL,580,584,source_local_PI_label_pattern,accepted_source_local_identity_link,single_source_only,identity_unresolved,source_local_identity_link_accepted,CCOP(=O)(C(=O)c1c(C)cc(C)cc1C)c1ccccc1,ZMDDERVSCYEKPQ-UHFFFAOYSA-N,C18H21O3P,A_multichannel,source_local_identity_accepted,source_text_pubchem_and_three_scale_panel
ELINK-cb654824eeda73bc09,UKB-504db56bcd6f96740363,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-23bd7179f4c3,existing_molecule,MOL-23bd7179f4c3,BAPO,BAPO,885,889,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-ec6b4f82d8ba0bc95d,UKB-504db56bcd6f96740363,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,278,283,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-b0f5f0740252511446,UKB-504db56bcd6f96740363,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,684,688,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-cd1d282a5af8254a55,UKB-504db56bcd6f96740363,CONDCL-6042ad36983b66f42a,ZPC-002625,10.1021/ma5006793,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,714,718,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-7f4df22737f011fa3e,UKB-50d82046b2a8b5620b07,CONDCL-ab602f19ddb747adef,OA2P-000445,10.2494/photopolymer.14.657,SRCENT-9b82a07a926bfcbc89,source_local_unresolved,,PI 11,PI 11,86,99,source_local_PI_label_pattern,source_local_label_candidate,single_source_only,identity_unresolved,unresolved_entity_link,,,,,,
ELINK-bdc94a2320999ac2a2,UKB-50fb0af058f0db4892ad,CONDCL-a8c8ad4f3601d0cf17,zotero_QH8XLKS5,10.1016/j.polymer.2017.04.039,MOL-134dd1ff52e2,existing_molecule,MOL-134dd1ff52e2,Lucirin TPO-L,TPO-L,14,19,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,ambiguous_same_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-d43ad7a268fa284c41,UKB-50fb0af058f0db4892ad,CONDCL-a8c8ad4f3601d0cf17,zotero_QH8XLKS5,10.1016/j.polymer.2017.04.039,MOL-ecd478f860ee,existing_molecule,MOL-ecd478f860ee,Lucirin TPO-L / LTPO-L,TPO-L,14,19,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,ambiguous_same_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-f0da89a3c590937e5a,UKB-515a558669981478d548,CONDCL-3da1355969c7cc8a2f,ZPC-006011,10.1021/ma500612x,MOL-fb122cf2977b,existing_molecule,MOL-fb122cf2977b,MDEA,MDEA,695,699,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
ELINK-6e5ef4e4917814b58e,UKB-518b6e3ab8b499b6685d,CONDCL-1f3ec8b3a6f4844862,ZPC-005610,10.1016/j.porgcoat.2019.02.044,MOL-29e7e7bf910a,existing_molecule,MOL-29e7e7bf910a,TMPTA,TMPTA,174,179,exact_alias_in_evidence_anchor,global_name_exact_candidate,global_exact_name,unique_exact_span,candidate_identity_link_not_source_structure_confirmation,,,,,,
