evidence_id,source_id,zotero_key,doi,title,field_name,raw_value,raw_unit,normalized_value,normalized_unit,page_hint,evidence_anchor,local_context,formulation,wavelength_nm,figure_or_table,data_role,evidence_lane,confidence_class,automatic_status,automatic_use,source_layer,source_record_id,source_text_path,automatic_reason,notes
CAND-0000033,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,pi_loading,0.2,wt %,,,,"IP structuring. TPIP Structuring Tests. In order to estimate the activity of the PIs, defined test structures (lateral dimension: 10 /C2 10 and 25 μm in height) were written into the material by means of TPIP. The laser intensity was screened in a range of 1-100 μW with laser system A (Figure 4). A 1:1 mixture of ETA/TTA was used as an acrylate-based test resin as good results had been achieved in previous studies. 20 For all studies the same molar PI concentration of 6.3 /C2 10-6 mol PI/g resin (which corresponds to 0.2 wt % of M3K) was employed in order to have the option to compare directly the TPIP activities of the PIs. To determine the threshold of the photoinitiating ability, the tests were repeated with lower molar PI concentrations (1.6 /C2 10-6 and 1.6 /C2 10-7 mol PI/g resin, which corresponds to 0.05 and 0.005 wt % of M3K, respectively). A first broad screening test at different laser intensities revealed the possible processing window, which was studied in detail in a second test. The different shades of gray of the bars and their corre- sponding numbers in Figure 5 indicate the quality of the structures. At the lower end of each ideal processing window in the diagram, no well-connected structures could be ob- tained after the standard post processing procedure as the thresho","A (Figure 4). A 1:1 mixture of ETA/TTA was used as an acrylate-based test resin as good results had been achieved in previous studies. 20 For all studies the same molar PI concentration of 6.3 /C2 10-6 mol PI/g resin (which corresponds to 0.2 wt % of M3K) was employed in order to have the option to compare directly the TPIP activities of the PIs. To determine the threshold of the photoinitiating ability, the tests were repeated with lower molar PI concentrations (1.6 /C2 10-6 and 1.",,,,numeric_candidate,machine_numeric_extraction,machine_high,auto_provisional_accept,automatic_numeric_candidate,two_photon_numeric_extraction,CAND-0000033,,loading candidate has raw value/unit; normalization basis recorded,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000034,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,pi_loading,0.005,wt %,,,,"IP structuring. TPIP Structuring Tests. In order to estimate the activity of the PIs, defined test structures (lateral dimension: 10 /C2 10 and 25 μm in height) were written into the material by means of TPIP. The laser intensity was screened in a range of 1-100 μW with laser system A (Figure 4). A 1:1 mixture of ETA/TTA was used as an acrylate-based test resin as good results had been achieved in previous studies. 20 For all studies the same molar PI concentration of 6.3 /C2 10-6 mol PI/g resin (which corresponds to 0.2 wt % of M3K) was employed in order to have the option to compare directly the TPIP activities of the PIs. To determine the threshold of the photoinitiating ability, the tests were repeated with lower molar PI concentrations (1.6 /C2 10-6 and 1.6 /C2 10-7 mol PI/g resin, which corresponds to 0.05 and 0.005 wt % of M3K, respectively). A first broad screening test at different laser intensities revealed the possible processing window, which was studied in detail in a second test. The different shades of gray of the bars and their corre- sponding numbers in Figure 5 indicate the quality of the structures. At the lower end of each ideal processing window in the diagram, no well-connected structures could be ob- tained after the standard post processing procedure as the thresho","are directly the TPIP activities of the PIs. To determine the threshold of the photoinitiating ability, the tests were repeated with lower molar PI concentrations (1.6 /C2 10-6 and 1.6 /C2 10-7 mol PI/g resin, which corresponds to 0.05 and 0.005 wt % of M3K, respectively). A first broad screening test at different laser intensities revealed the possible processing window, which was studied in detail in a second test. The different shades of gray of the bars and their corre- sponding nu",,,,numeric_candidate,machine_numeric_extraction,machine_high,auto_provisional_accept,automatic_numeric_candidate,two_photon_numeric_extraction,CAND-0000034,,loading candidate has raw value/unit; normalization basis recorded,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000038,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,pi_loading,0.005,wt %,,,,"reshold of the photoinitiating ability, the tests were repeated with lower molar PI concentrations (1.6 /C2 10-6 and 1.6 /C2 10-7 mol PI/g resin, which corresponds to 0.05 and 0.005 wt % of M3K, respectively). A first broad screening test at different laser intensities revealed the possible processing window, which was studied in detail in a second test. The different shades of gray of the bars and their corre- sponding numbers in Figure 5 indicate the quality of the structures. At the lower end of each ideal processing window in the diagram, no well-connected structures could be ob- tained after the standard post processing procedure as the threshold of initiation is reached. Above that, the numbers 1 and 2 define nicely structured shapes with a high resolution and a smooth surface quality (Figure 6). Generally, broader “perfect” processing windows (1, 2) and lower laser intensities are desired in terms of high throughput in mass production because this enables a splitting of the initial laser beam for parallel processing with multiple laser heads at high feed rates. Additionally, decomposition of the material by thermal ef- fects can be avoided. With structure quality 3, the shapes tend to lose their resolution and their smooth surfaces. So these laser intensities are still useful for l","reshold of the photoinitiating ability, the tests were repeated with lower molar PI concentrations (1.6 /C2 10-6 and 1.6 /C2 10-7 mol PI/g resin, which corresponds to 0.05 and 0.005 wt % of M3K, respectively). A first broad screening test at different laser intensities revealed the possible processing window, which was studied in detail in a second test. The different shades of gray of the bars and their corre- sponding nu",,,,numeric_candidate,machine_numeric_extraction,machine_high,auto_provisional_accept,automatic_numeric_candidate,two_photon_numeric_extraction,CAND-0000038,,loading candidate has raw value/unit; normalization basis recorded,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000046,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,pi_loading,10,µM,,,,"Spec- tra Physics. The laser system operates at a repetition rate of 1 kHz and provides NIR pulses at 800 nm wavelength with a pulse duration of ∼130 fs. This amplified system achieves a maximum pulse energy of ∼1 mJ. An optical parametrical amplifier (OPA-800C) is used for structuring tests at 600 nm. The OPA extends the wavelength range of the laser system by means of harmonic generation and frequency mixing from 235 nm to 10 μm. The ultrafast OPA-800C is seeded by the amplified ultrafast laser pulses from the Spitfire, and the wavelength is ;in this specific case;shifted by parametric conversion (second harmonic of the OPA signal) to 600 nm. Because of the conversion, the max- imum pulse energy is less than 25 μJ, when pumped with 1 mJ pulses from the Spitfire. In case of 800 nm structuring the laser pulses are guided through an electro-optical switch that works also as laser attenuator by remote control of the crystal high voltage of the Pockels cell. Furthermore, a spatial filter im- proves fundamental spatial Gaussian beam distribution. The laser is focused into the sample by a 100 /C2 microscope objective (NA = 0.95). A He-Ne laser is collinearly guided to the sample, and the back-reflected light of the He -Ne laser is detected by a photodiode in a confocal setup, which per","ximum pulse energy of ∼1 mJ. An optical parametrical amplifier (OPA-800C) is used for structuring tests at 600 nm. The OPA extends the wavelength range of the laser system by means of harmonic generation and frequency mixing from 235 nm to 10 μm. The ultrafast OPA-800C is seeded by the amplified ultrafast laser pulses from the Spitfire, and the wavelength is ;in this specific case;shifted by parametric conversion (second harmonic of the OPA signal) to 600 nm. Because of the conver",,,,numeric_candidate,machine_numeric_extraction,machine_high,auto_provisional_accept,automatic_numeric_candidate,two_photon_numeric_extraction,CAND-0000046,,loading candidate has raw value/unit; normalization basis recorded,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000048,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,pi_loading,10,µM,,,,"-C4), 138.63 (py-C2,6), 134.32 (ar -C2,20 ,6,60 ), 128.14 (py -C3,5), 111.89 (ar -C3,30 ,5,50 ), 109.89 (py -C/C17 -ar), 103.67 (ar -C1,10 ), 81.73 (py -/C17 C-ar), 44.48 ( -N-CH3), 39.61 (py -CH3). Elemental Anal. Calcd for C 26H26IN3: C, 61.54; H, 5.16; N, 8.28. Found: C, 61.28; H, 5.47; N, 8.31. TPIP Structuring Tests. Laser Device. Two different laser systems (system A and system B) were used for the direct laser writing of 3D structures. System A, which was used for the PI screening tests, is an amplified ultrafast Ti:sapphire laser system consisting of a Maitai-Spitfire combination from Spec- tra Physics. The laser system operates at a repetition rate of 1 kHz and provides NIR pulses at 800 nm wavelength with a pulse duration of ∼130 fs. This amplified system achieves a maximum pulse energy of ∼1 mJ. An optical parametrical amplifier (OPA-800C) is used for structuring tests at 600 nm. The OPA extends the wavelength range of the laser system by means of harmonic generation and frequency mixing from 235 nm to 10 μm. The ultrafast OPA-800C is seeded by the amplified ultrafast laser pulses from the Spitfire, and the wavelength is ;in this specific case;shifted by parametric conversion (second harmonic of the OPA signal) to 600 nm. Because of the conversion, the max- imum pulse energy is less","ximum pulse energy of ∼1 mJ. An optical parametrical amplifier (OPA-800C) is used for structuring tests at 600 nm. The OPA extends the wavelength range of the laser system by means of harmonic generation and frequency mixing from 235 nm to 10 μm. The ultrafast OPA-800C is seeded by the amplified ultrafast laser pulses from the Spitfire, and the wavelength is ;in this specific case;shifted by parametric conversion (second harmonic of the OPA signal) to 600 nm. Because of the conver",,,,numeric_candidate,machine_numeric_extraction,machine_high,auto_provisional_accept,automatic_numeric_candidate,two_photon_numeric_extraction,CAND-0000048,,loading candidate has raw value/unit; normalization basis recorded,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000050,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,pi_loading,1,mM,,,,"cess window at 600 nm. Additionally, more complex 3D structures were inscribed into the material volume using B3K (6.3 /C2 10-6 mol PI/g resin) as initiator. A laser power of 11 μW at a given feedrate of 1 mm/min allowed the structuring of a dragonfly and a dinosaur sculpture using laser system A (Figure 7a,b). These shapes are showing perfectly the advantages of TPIP com- pared to other rapid prototyping techniques. High resolu- tions, which are otherwise inaccessible, and complex 3D structures with massive overhangs such as the wings of the dragonfly sculpture (Figure 7a) can be obtained easily. Furthermore, a different laser system with a repetition rate of 100 MHz (system B) was also tested in order to achieve higher resolutions than obtained by system A. In a power range of 1.5-2.8 mW at a feed rate of 10 -25 μm/s perfectly Figure 5. PI TPIP screening tests (PI concentration: 6.3/C2 10-6 mol PI/ g resin). Figure 6. (a) Typical qualities of the shapes from very good (1) to average (3) (4 and 5 are not shown). (b) Typical imperfections of the structures at higher laser intensities such as over exposure (x) and holes (y). --- Page 9 --- Article Macromolecules, Vol. 42, No. 17, 2009 6527 developed woodpile structures with and without support- ing wall were prepared (Figure 7c,d). Line widths","cess window at 600 nm. Additionally, more complex 3D structures were inscribed into the material volume using B3K (6.3 /C2 10-6 mol PI/g resin) as initiator. A laser power of 11 μW at a given feedrate of 1 mm/min allowed the structuring of a dragonfly and a dinosaur sculpture using laser system A (Figure 7a,b). These shapes are showing perfectly the advantages of TPIP com- pared to other rapid prototyping techniques. High resolu- tions, which a",,,,numeric_candidate,machine_numeric_extraction,machine_high,auto_provisional_accept,automatic_numeric_candidate,two_photon_numeric_extraction,CAND-0000050,,loading candidate has raw value/unit; normalization basis recorded,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000051,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,pi_loading,-25,µM,,,,"cess window at 600 nm. Additionally, more complex 3D structures were inscribed into the material volume using B3K (6.3 /C2 10-6 mol PI/g resin) as initiator. A laser power of 11 μW at a given feedrate of 1 mm/min allowed the structuring of a dragonfly and a dinosaur sculpture using laser system A (Figure 7a,b). These shapes are showing perfectly the advantages of TPIP com- pared to other rapid prototyping techniques. High resolu- tions, which are otherwise inaccessible, and complex 3D structures with massive overhangs such as the wings of the dragonfly sculpture (Figure 7a) can be obtained easily. Furthermore, a different laser system with a repetition rate of 100 MHz (system B) was also tested in order to achieve higher resolutions than obtained by system A. In a power range of 1.5-2.8 mW at a feed rate of 10 -25 μm/s perfectly Figure 5. PI TPIP screening tests (PI concentration: 6.3/C2 10-6 mol PI/ g resin). Figure 6. (a) Typical qualities of the shapes from very good (1) to average (3) (4 and 5 are not shown). (b) Typical imperfections of the structures at higher laser intensities such as over exposure (x) and holes (y). --- Page 9 --- Article Macromolecules, Vol. 42, No. 17, 2009 6527 developed woodpile structures with and without support- ing wall were prepared (Figure 7c,d). Line widths","an be obtained easily. Furthermore, a different laser system with a repetition rate of 100 MHz (system B) was also tested in order to achieve higher resolutions than obtained by system A. In a power range of 1.5-2.8 mW at a feed rate of 10 -25 μm/s perfectly Figure 5. PI TPIP screening tests (PI concentration: 6.3/C2 10-6 mol PI/ g resin). Figure 6. (a) Typical qualities of the shapes from very good (1) to average (3) (4 and 5 are not shown). (b) Typical imperfections of the struct",,,,numeric_candidate,machine_numeric_extraction,machine_high,auto_provisional_accept,automatic_numeric_candidate,two_photon_numeric_extraction,CAND-0000051,,loading candidate has raw value/unit; normalization basis recorded,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000035,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,polymerization_threshold,-100,µW,-0.1,mW,,"IP structuring. TPIP Structuring Tests. In order to estimate the activity of the PIs, defined test structures (lateral dimension: 10 /C2 10 and 25 μm in height) were written into the material by means of TPIP. The laser intensity was screened in a range of 1-100 μW with laser system A (Figure 4). A 1:1 mixture of ETA/TTA was used as an acrylate-based test resin as good results had been achieved in previous studies. 20 For all studies the same molar PI concentration of 6.3 /C2 10-6 mol PI/g resin (which corresponds to 0.2 wt % of M3K) was employed in order to have the option to compare directly the TPIP activities of the PIs. To determine the threshold of the photoinitiating ability, the tests were repeated with lower molar PI concentrations (1.6 /C2 10-6 and 1.6 /C2 10-7 mol PI/g resin, which corresponds to 0.05 and 0.005 wt % of M3K, respectively). A first broad screening test at different laser intensities revealed the possible processing window, which was studied in detail in a second test. The different shades of gray of the bars and their corre- sponding numbers in Figure 5 indicate the quality of the structures. At the lower end of each ideal processing window in the diagram, no well-connected structures could be ob- tained after the standard post processing procedure as the thresho","IP Structuring Tests. In order to estimate the activity of the PIs, defined test structures (lateral dimension: 10 /C2 10 and 25 μm in height) were written into the material by means of TPIP. The laser intensity was screened in a range of 1-100 μW with laser system A (Figure 4). A 1:1 mixture of ETA/TTA was used as an acrylate-based test resin as good results had been achieved in previous studies. 20 For all studies the same molar PI concentration of 6.3 /C2 10-6 mol PI/g resin (whi",,,,numeric_candidate,machine_numeric_extraction,machine_high,auto_provisional_accept,automatic_numeric_candidate,two_photon_numeric_extraction,CAND-0000035,,threshold candidate passes writing/polymerization local context gate,writing_threshold_context
CAND-0000005,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,sigma_2pa,1,GM,1,GM,,"such as tailored replacement materials.13,14 TPIP is a solid free-form fabrication technique where a resin, which contains mainly a multifunctional acrylate-based monomer and a photoinitiator (PI), is cur ed inside the focal point of a femtosecond pulsed near-infrared laser beam. With this unique process it is possible to produce complex 3D structures with resolutions (∼120 nm) below the diffraction limit of the utilized wavelength.15 With advanced techniques such as the application of radical quenchers16,17 or repolymerization techniques,18 it is even possible to improve the feature resolution to 65 and 22 nm, respectively. A highly active TPA PI plays a key role in order to obtain an efficient and clean polymerization and therefore high-quality structures. In the literature, the TPA cross section (1 GM = 10-50 m4 sp h o t o n-1) is the currently used value to characterize the activity of a TPA compound. It has to be noted that this value corresponds only on the absorption behavior of the compound similar to the extinction coefficient (ε) of one-photon absorption in Lambert -Beer’s law, giving only a hint for the subsequent photoreactivity.6 At the initial stages of TPIP, research groups used typical commercially available radical PIs such as Irgacure 369. 1,8,19 Relatively high c","on techniques,18 it is even possible to improve the feature resolution to 65 and 22 nm, respectively. A highly active TPA PI plays a key role in order to obtain an efficient and clean polymerization and therefore high-quality structures. In the literature, the TPA cross section (1 GM = 10-50 m4 sp h o t o n-1) is the currently used value to characterize the activity of a TPA compound. It has to be noted that this value corresponds only on the absorption behavior of the compound similar to the extinction coefficient (ε)",,,,numeric_candidate,machine_numeric_extraction,machine_medium,auto_retained_low_context_candidate,automatic_candidate_with_context_warning,two_photon_numeric_extraction,CAND-0000005,,possible_C_external_sigma2,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000007,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,sigma_2pa,995,GM,995,GM,,"igh photoreactivity just like for normal one-photon initiators seems the goal to achieve. In recent literature, a large variety of TPA active compounds has been reported with;in some cases; enormous TPA cross sections.24,25 To obtain these high GM values, a planarπ-system with a long conjugation length and with different functional donor (D) and/ or acceptor (A) groups are important structural parameters.24-26 Two representative examples of high efficiency that are fre- quently reported in literature are E,E-1,4-bis[40-(N,N-di-n- butylamino)styryl]-2,5-dimethoxybenzene (R1)a n d E,E-1,4-bis- [40-(N,N-di-n-butylamino)styryl]benzene (R2), with TPA cross sections up to 995 GM at the maximum of the TPA absorption spectra (730 nm) (Figure 1). 26 These initiators are using an intramolecular charge transfer mechanism in the primary initia- tion step, followed by an intermolecular electron transfer.27 In addition to the planarity, the conjugation length of the chromophore, the type of D/A system and the type of the*Corresponding author. E-mail: robert.liska@tuwien.ac.at. Downloaded via TONGJI UNIV on March 22, 2026 at 13:06:58 (UTC). See https://pubs.acs.org/sharingguidelines for options on how to legitimately share published articles. --- Page 2 --- 6520 Macromolecules, Vol. 42, No. 17,","eters.24-26 Two representative examples of high efficiency that are fre- quently reported in literature are E,E-1,4-bis[40-(N,N-di-n- butylamino)styryl]-2,5-dimethoxybenzene (R1)a n d E,E-1,4-bis- [40-(N,N-di-n-butylamino)styryl]benzene (R2), with TPA cross sections up to 995 GM at the maximum of the TPA absorption spectra (730 nm) (Figure 1). 26 These initiators are using an intramolecular charge transfer mechanism in the primary initia- tion step, followed by an intermolecular electron transfer.27 In addition to",,,,numeric_candidate,machine_numeric_extraction,machine_medium,auto_retained_low_context_candidate,automatic_candidate_with_context_warning,two_photon_numeric_extraction,CAND-0000007,,possible_C_external_sigma2,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000009,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,sigma_2pa,256,GM,256,GM,,"σ) (Figure 3a). To exclude excited-state absorption and to proof the fact that a pure σ is determined, the measurements were repeated at different peak intensities and the calculated parameter q0 scales linearly with intensity (Figure 3b).52 All calculated σ values are given in Table 1. The values for the TPA cross sections of the ketone-based initiators show an increase with enhanced donor strength of the substituents in the para position of the aromatic ring. No signal could be detected for H3K, and only a very low signal was measured in case of O3K at the given wavelength. Among the amino-based derivatives P3K had the highest value of 256 GM. Surprisingly, there is a significant differ- ence between the methyl and butyl derivative M3K and B3K, maybe due to a shift of the TPA spectra between these two initiators, similar to the differences also observed in the one-photon spectra (Table 1). The value for M2K is on the same order of magnitude as the other amino-ketone-based PI. A comparison with litera- ture data 53 revealed that similar double-bond-containing derivatives are in the same range and also showing broader signals than the triple bond analogues that allows less accurate fitting of the data. The low value for M3P might be explained by the weak acceptor capability of the","enhanced donor strength of the substituents in the para position of the aromatic ring. No signal could be detected for H3K, and only a very low signal was measured in case of O3K at the given wavelength. Among the amino-based derivatives P3K had the highest value of 256 GM. Surprisingly, there is a significant differ- ence between the methyl and butyl derivative M3K and B3K, maybe due to a shift of the TPA spectra between these two initiators, similar to the differences also observed in the one-photon spectr",,,,numeric_candidate,machine_numeric_extraction,machine_high,auto_provisional_accept,automatic_numeric_candidate,two_photon_numeric_extraction,CAND-0000009,,"sigma2 candidate has value, unit, and wavelength anchor; A/B quality still needs audit",sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000010,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,sigma_2pa,40,GM,40,GM,,"ed value to characterize the activity of a TPA compound. It has to be noted that this value corresponds only on the absorption behavior of the compound similar to the extinction coefficient (ε) of one-photon absorption in Lambert -Beer’s law, giving only a hint for the subsequent photoreactivity.6 At the initial stages of TPIP, research groups used typical commercially available radical PIs such as Irgacure 369. 1,8,19 Relatively high concentrations and laser intensities as well as long exposure times are required when structuring with these one- photon initiators. 5,20,21 The limited efficiency of these PIs can be ascribed to the rather low TPA cross section, normally less than 40 GM, 22 while higher radical formation quantum yields and initiation efficiency tend to compensate the low TPA cross- section values. 23 Under practical conditions, several research groups still prefer these initiators, but in the past few years there has been a growing need for special PIs optimized for the TPIP process with a high photoinitiating or sensitizing quantum yield under TPIP conditions.6 Up to now, a full understanding of the relationship of the molecular structure and the two-photon properties has still remained a big challenge. A high GM value combined with a high photoreactivity just like f","re 369. 1,8,19 Relatively high concentrations and laser intensities as well as long exposure times are required when structuring with these one- photon initiators. 5,20,21 The limited efficiency of these PIs can be ascribed to the rather low TPA cross section, normally less than 40 GM, 22 while higher radical formation quantum yields and initiation efficiency tend to compensate the low TPA cross- section values. 23 Under practical conditions, several research groups still prefer these initiators, but in the past few yea",,,,numeric_candidate,machine_numeric_extraction,machine_high,auto_provisional_accept,automatic_numeric_candidate,two_photon_numeric_extraction,CAND-0000010,,"sigma2 candidate has value, unit, and wavelength anchor; A/B quality still needs audit",sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000011,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,sigma_2pa,1,GM,1,GM,,"h as tailored replacement materials.13,14 TPIP is a solid free-form fabrication technique where a resin, which contains mainly a multifunctional acrylate-based monomer and a photoinitiator (PI), is cur ed inside the focal point of a femtosecond pulsed near-infrared laser beam. With this unique process it is possible to produce complex 3D structures with resolutions (∼120 nm) below the diffraction limit of the utilized wavelength.15 With advanced techniques such as the application of radical quenchers16,17 or repolymerization techniques,18 it is even possible to improve the feature resolution to 65 and 22 nm, respectively. A highly active TPA PI plays a key role in order to obtain an efficient and clean polymerization and therefore high-quality structures. In the literature, the TPA cross section (1 GM = 10-50 m4 sp h o t o n-1) is the currently used value to characterize the activity of a TPA compound. It has to be noted that this value corresponds only on the absorption behavior of the compound similar to the extinction coefficient (ε) of one-photon absorption in Lambert -Beer’s law, giving only a hint for the subsequent photoreactivity.6 At the initial stages of TPIP, research groups used typical commercially available radical PIs such as Irgacure 369. 1,8,19 Relatively high conc","on techniques,18 it is even possible to improve the feature resolution to 65 and 22 nm, respectively. A highly active TPA PI plays a key role in order to obtain an efficient and clean polymerization and therefore high-quality structures. In the literature, the TPA cross section (1 GM = 10-50 m4 sp h o t o n-1) is the currently used value to characterize the activity of a TPA compound. It has to be noted that this value corresponds only on the absorption behavior of the compound similar to the extinction coefficient (ε)",,,,numeric_candidate,machine_numeric_extraction,machine_medium,auto_retained_low_context_candidate,automatic_candidate_with_context_warning,two_photon_numeric_extraction,CAND-0000011,,possible_C_external_sigma2,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000054,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,sigma_2pa,1,GM,1,GM,,"dimensional (3D) structures with resolutions in the (sub)- micrometer range, such as different mechanical, electronic and optical microdevices, 1 high-density 3D optical data storage, 7 photonic crystals,8 polymer-based optical waveguides on inte- grated circuit boards, 9-12 and the like. Furthermore, the high resolution and the versatility in the building process offer new routes for biomedical applications, such as tailored replacement materials.13,14 TPIP is a solid free-form fabrication technique where a resin, which contains mainly a multifunctional acrylate-based monomer and a photoinitiator (PI), is cur ed inside the focal point of a femtosecond pulsed near-infrared laser beam. With this unique process it is possible to produce complex 3D structures with resolutions (∼120 nm) below the diffraction limit of the utilized wavelength.15 With advanced techniques such as the application of radical quenchers16,17 or repolymerization techniques,18 it is even possible to improve the feature resolution to 65 and 22 nm, respectively. A highly active TPA PI plays a key role in order to obtain an efficient and clean polymerization and therefore high-quality structures. In the literature, the TPA cross section (1 GM = 10-50 m4 sp h o t o n-1) is the currently used value to characterize the activi","on techniques,18 it is even possible to improve the feature resolution to 65 and 22 nm, respectively. A highly active TPA PI plays a key role in order to obtain an efficient and clean polymerization and therefore high-quality structures. In the literature, the TPA cross section (1 GM = 10-50 m4 sp h o t o n-1) is the currently used value to characterize the activi",,,,numeric_candidate,machine_numeric_extraction,machine_medium,auto_retained_low_context_candidate,automatic_candidate_with_context_warning,two_photon_numeric_extraction,CAND-0000054,,possible_C_external_sigma2,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000003,ZPC-000028,,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,voxel_geometry,line_width_um=0.25,mixed,,,,"ented initiators. To conclude, the new compounds are highly efficient initiators similar to other very potential two-photon initiators from the literature. We were able to produce nicely shaped structures with PI concentrations as low as ∼0.05 wt %. Additionally, the ideal processing window for each initiator was determined by changing the laser intensity and initiator concentration at a fixed feed rate. By using optimized parameters, structures with line widths of about 250 nm were obtained. As there are presumably different mechanisms of initiation responsible, a more comprehensive study on the photophysics and theoretical and experimental cross-section values of the new PIs is currently in progress and will be the subject of a separate publication. Acknowledgment. We thank Ali A. Ajami and Wolfgang Husinsky (IAP, TU Vienna) for the help in measuring the TPA cross section with z-scan analysis. We acknowledge the financial support by the Austrian Science Fund (FWF) and the Austrian Research Agency (FFG) under Contracts N703 (STRUCMAT- ISOTEC) and P18623 N-17. Supporting Information Available: Synthesis and character- ization of the key intermediates, NMR spectra of the new initiators, and photodegradation effect at different flow rates (z-scan analysis). This material is available free of ch","ented initiators. To conclude, the new compounds are highly efficient initiators similar to other very potential two-photon initiators from the literature. We were able to produce nicely shaped structures with PI concentrations as low as ∼0.05 wt %. Additionally, the ideal processing window for each initiator was determined by changing the laser intensity and initiator concentration at a fixed feed rate. By using optimized parameters, structures with line widths of about 250 nm were obtained. As there are presumably different mechanisms of initiation responsible, a more comprehensive study on the photophysics and theoretical and experimental cross-section values of the new PIs is currently in progress and will be the subject of a separate publication. Acknowledgment. We thank Ali A. Ajami and Wolfgang Husinsky (IAP, TU Vienna) for the help in measuring the TPA cross section with z-sca...",,,,context_candidate,machine_numeric_extraction,machine_medium,auto_retained_context_candidate,automatic_context_or_validation_candidate,two_photon_numeric_extraction,CAND-0000003,,COMSOL_context_not_verified,voxel validation candidate; COMSOL readiness requires full optical context
