formulation_cluster_id,cluster_id,paper_id,doi,source_lane,page_hint,field_groups,field_values_json,molecule_ids,source_local_entity_ids,preferred_names,entity_count,structure_backed_entity_count,identity_resolution,formulation_status,relative_core_signal,comsol_requirement_count,comsol_missing_requirements,strict_use_status,existing_condition_ids,crosschecked_source_local_entity_ids,crosschecked_source_local_inchikeys,identity_enrichment_status,accepted_source_local_entity_ids_v5,accepted_source_local_inchikeys_v5,accepted_source_local_entity_ids_v6,accepted_source_local_inchikeys_v6,accepted_source_local_entity_ids_v7,accepted_source_local_inchikeys_v7,accepted_source_local_entity_ids_v8,accepted_source_local_inchikeys_v8,accepted_source_local_entity_ids_v9,accepted_source_local_inchikeys_v9,accepted_source_local_entity_ids_v11,accepted_source_local_inchikeys_v11
FORM-e4e52c8f39ed2ac303,CONDCL-34c2b07585c5504f6e,zotero_NGE4C28I,10.1021/acsami.1c02227,core_two_photon,5,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-e224023424e2,,,,,,,,,,,,,,,
FORM-79ae3ad5d8376d625f,CONDCL-aa549863f36fadddbf,zotero_NGE4C28I,10.1021/acsami.1c02227,core_two_photon,5,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-1779e3e5061a,,,,,,,,,,,,,,,
FORM-07103222cbbc6d4ca7,CONDCL-6d7a4858bfb2a4f69e,ZPC-006327,10.1021/acsami.1c02227,core_two_photon,5,laser_power;pi_loading;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""7.0 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""7"", ""normalized_unit"": ""mW"", ""raw"": ""7.0 mW"", ""raw_unit"": ""mW""}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""1 mM"", ""raw_unit"": ""mM""}], ""wavelength_nm"": [{""normalized"": ""450"", ""normalized_unit"": ""nm"", ""raw"": ""450 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-e4d110a27a69f7c7b8,CONDCL-2070ccc079bce36c42,zotero_NGE4C28I,10.1021/acsami.1c02227,core_two_photon,6,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-8c172cd0e166,,,,,,,,,,,,,,,
FORM-3631cde52a0047e8ec,CONDCL-5aaea449a372990f65,zotero_NGE4C28I,10.1021/acsami.1c02227,core_two_photon,6,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-ce5b097f6b6f,,,,,,,,,,,,,,,
FORM-4860f6b060722f7c04,CONDCL-b1426eae57b7e609d2,zotero_NGE4C28I,10.1021/acsami.1c02227,core_two_photon,6,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-808fe22cca06,,,,,,,,,,,,,,,
FORM-f2e0fb342e0ea1e209,CONDCL-bad65a625b65c42d06,zotero_NGE4C28I,10.1021/acsami.1c02227,core_two_photon,6,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-7f747f01e9a2,,,,,,,,,,,,,,,
FORM-1de8e2627b70eacdca,CONDCL-14dce246db0f90adf0,ZPC-006327,10.1021/acsami.1c02227,core_two_photon,6,laser_power;pi_loading;scan_speed;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""100"", ""normalized_unit"": ""mW"", ""raw"": ""100 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""7.0 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""7"", ""normalized_unit"": ""mW"", ""raw"": ""7.0 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""0.3 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""0.3"", ""normalized_unit"": ""mW"", ""raw"": ""0.3 mW"", ""raw_unit"": ""mW""}], ""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""1.5 mM"", ""raw_unit"": ""mM""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""6 μm/s"", ""raw_unit"": ""μm/s""}, {""normalized"": ""6"", ""normalized_unit"": ""um/s"", ""raw"": ""6 μm/s"", ""raw_unit"": ""μm/s""}], ""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""910"", ""normalized_unit"": ""nm"", ""raw"": ""910 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""10"", ""normalized_unit"": ""nm"", ""raw"": ""10 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-f038fea518008324aa,CONDCL-83b31eec197c8752a2,ZPC-006327,10.1021/acsami.1c02227,core_two_photon,7,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""7.2 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""7.2"", ""normalized_unit"": ""mW"", ""raw"": ""7.2 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""2000"", ""normalized_unit"": ""nm"", ""raw"": ""2000 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-d83e83b518a5d7f5df,CONDCL-caa6ae2261b6d15966,ZPC-006327,10.1021/acsami.1c02227,core_two_photon,7,laser_power;objective_NA;wavelength_nm,"{""laser_power"": [{""normalized"": ""7.8"", ""normalized_unit"": ""mW"", ""raw"": ""7.8 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""7.8 mW"", ""raw_unit"": ""mW""}], ""objective_NA"": [{""normalized"": ""1.42"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.42"", ""raw_unit"": """"}], ""wavelength_nm"": [{""normalized"": ""488"", ""normalized_unit"": ""nm"", ""raw"": ""488 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-71aed19730bda46f84,CONDCL-5b37bf056127085b3e,ZPC-006327,10.1021/acsami.1c02227,core_two_photon,8,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""3.7 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""3.7"", ""normalized_unit"": ""mW"", ""raw"": ""3.7 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""180"", ""normalized_unit"": ""nm"", ""raw"": ""180 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-84374fc16a439e6b08,CONDCL-16008f991cf2534239,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,1,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-9afbf014141a,,,,,,,,,,,,,,,
FORM-b20b82e8195a61e3f9,CONDCL-7504ca94f0a70d8563,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,1,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-b2752a87d17c,,,,,,,,,,,,,,,
FORM-df2d1bdf69cd7118c2,CONDCL-a2418e313f6b9aa589,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,1,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-af4a2f682792,,,,,,,,,,,,,,,
FORM-17ad6be5c8e7cbf87b,CONDCL-a73233068fbdc86688,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,1,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-822cda308c40,,,,,,,,,,,,,,,
FORM-8224e8efe6b1bce1fe,CONDCL-35adaaa8cfb20101a2,ZPC-006132,10.1021/acsami.8b15011,core_two_photon,1,laser_power;polymerization_threshold;wavelength_nm,"{""laser_power"": [{""normalized"": ""4.5"", ""normalized_unit"": ""mW"", ""raw"": ""4.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""4.5 mW"", ""raw_unit"": ""mW""}], ""polymerization_threshold"": [{""normalized"": ""4.5"", ""normalized_unit"": ""mW"", ""raw"": ""laser threshold of 4.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""laser threshold of 4.5 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""180"", ""normalized_unit"": ""nm"", ""raw"": ""180 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-2acc9c8f936fb5e178,CONDCL-1b3aa7d810bc353552,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,2,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-ccb22bccd311,,,,,,,,,,,,,,,
FORM-89c01730389289ad21,CONDCL-3082404a77fa72f826,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,2,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-cded26c47326,,,,,,,,,,,,,,,
FORM-3f3a66d557b9b6935e,CONDCL-91c05a618c9bf4245f,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,2,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,SRCENT-d2772a0ff64f2edf22,Irgacure 2959,1,1,accepted_source_local_structure_identity,single_field_identity_and_structure_linked_context,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-94e421b47e2e,,,source_local_identity_accepted_v6,,,SRCENT-d2772a0ff64f2edf22,GJKGAPPUXSSCFI-UHFFFAOYSA-N,,,,,,,,
FORM-66e0e20ed9f91ae024,CONDCL-cdee9811b031a3d38e,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,2,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-42cde30c8a61,,,,,,,,,,,,,,,
FORM-adb7d9fe24cf91375f,CONDCL-59bacf245b085f6623,ZPC-006132,10.1021/acsami.8b15011,core_two_photon,2,objective_NA;wavelength_nm,"{""objective_NA"": [{""normalized"": ""1.42"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.42"", ""raw_unit"": """"}], ""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-316d9120a7d52f92c7,CONDCL-f3108412860b7f4f0c,ZPC-006132,10.1021/acsami.8b15011,core_two_photon,2,laser_power;polymerization_threshold,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""8.6 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""8.6"", ""normalized_unit"": ""mW"", ""raw"": ""8.6 mW"", ""raw_unit"": ""mW""}], ""polymerization_threshold"": [{""normalized"": ""8.6"", ""normalized_unit"": ""mW"", ""raw"": ""polymerization threshold of 8.6 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""polymerization threshold of 8.6 mW"", ""raw_unit"": ""mW""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-0306171bc001929806,CONDCL-55d1e51ea4840a00d5,ZPC-006132,10.1021/acsami.8b15011,core_two_photon,2,atmosphere;laser_power;pulse_width_fs;repetition_rate_MHz;wavelength_nm,"{""atmosphere"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""degassed"", ""raw_unit"": """"}], ""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""4.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""4.5"", ""normalized_unit"": ""mW"", ""raw"": ""4.5 mW"", ""raw_unit"": ""mW""}], ""pulse_width_fs"": [{""normalized"": ""100"", ""normalized_unit"": ""fs"", ""raw"": ""100 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""80"", ""normalized_unit"": ""MHz"", ""raw"": ""80 MHz"", ""raw_unit"": ""MHz""}], ""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,4,focusing;geometry;motion_or_dwell;power_plane,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-9a134063ad78cdf736,CONDCL-66d1996a8d034cb95f,ZPC-006132,10.1021/acsami.8b15011,core_two_photon,3,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""488"", ""normalized_unit"": ""nm"", ""raw"": ""488 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-d796a53621da2e770f,CONDCL-fa0d97c2b35dba6c45,ZPC-006132,10.1021/acsami.8b15011,core_two_photon,3,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""581"", ""normalized_unit"": ""nm"", ""raw"": ""581 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""567"", ""normalized_unit"": ""nm"", ""raw"": ""567 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-3ca86946b9d739c57b,CONDCL-36bf9c070e7880803d,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,4,polymerization_threshold,"{""polymerization_threshold"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-8aefca878051,,,,,,,,,,,,,,,
FORM-9482b57daa12ccdad4,CONDCL-98297a7214b38b4173,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,4,sigma_2pa,"{""sigma_2pa"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-457a063738d2,,,,,,,,,,,,,,,
FORM-3b13c0ac9949eaa012,CONDCL-125375014b3f00c0ba,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,5,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-e11a1fd4337d,,,,,,,,,,,,,,,
FORM-d6b428d8bc25621dbf,CONDCL-9600dd9ec8aca1707f,zotero_RZAZ6SD2,10.1021/acsami.8b15011,core_two_photon,5,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": """", ""raw_unit"": """"}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,COND-22ddb89053e9,,,,,,,,,,,,,,,
FORM-62d261464ba20dc557,CONDCL-1a4e04e89a93771254,ZPC-006132,10.1021/acsami.8b15011,core_two_photon,5,laser_power;voxel_or_line_geometry;wavelength_nm,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""4.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""4.5"", ""normalized_unit"": ""mW"", ""raw"": ""4.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""10.9"", ""normalized_unit"": ""mW"", ""raw"": ""10.9 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""10.9 mW"", ""raw_unit"": ""mW""}], ""voxel_or_line_geometry"": [{""normalized"": ""0.3"", ""normalized_unit"": ""um"", ""raw"": ""line width of 300 nm"", ""raw_unit"": ""nm""}], ""wavelength_nm"": [{""normalized"": ""180"", ""normalized_unit"": ""nm"", ""raw"": ""180 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-5ffba79edf034a2d5d,CONDCL-143067d794c571b997,ZPC-006132,10.1021/acsami.8b15011,core_two_photon,6,laser_power,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""12.0 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""12"", ""normalized_unit"": ""mW"", ""raw"": ""12.0 mW"", ""raw_unit"": ""mW""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-8d71c93c3d3a07da36,CONDCL-f356cafa20072e62c0,ZPC-006132,10.1021/acsami.8b15011,core_two_photon,6,laser_power;polymerization_threshold;wavelength_nm,"{""laser_power"": [{""normalized"": ""4.5"", ""normalized_unit"": ""mW"", ""raw"": ""4.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""4.5 mW"", ""raw_unit"": ""mW""}], ""polymerization_threshold"": [{""normalized"": ""4.5"", ""normalized_unit"": ""mW"", ""raw"": ""laser threshold of 4.5 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""laser threshold of 4.5 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""180"", ""normalized_unit"": ""nm"", ""raw"": ""180 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-2a7467c1dc4b614ea4,CONDCL-bbd4f15529e843cbb8,OA2P-000147,10.1021/acsaom.4c00080,out_of_scope_for_expansion,10,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""1600"", ""normalized_unit"": ""nm"", ""raw"": ""1600 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-552f649c19e164a943,CONDCL-da3de912ea96d94506,OA2P-000147,10.1021/acsaom.4c00080,out_of_scope_for_expansion,5,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""650"", ""normalized_unit"": ""nm"", ""raw"": ""650 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,single_field_context_only,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-424aa75c9b43b97f77,CONDCL-a81f7465107b51d2c7,OA2P-000147,10.1021/acsaom.4c00080,out_of_scope_for_expansion,5,pulse_width_fs;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""10"", ""normalized_unit"": ""fs"", ""raw"": ""10 fs"", ""raw_unit"": ""fs""}], ""wavelength_nm"": [{""normalized"": ""950"", ""normalized_unit"": ""nm"", ""raw"": ""950 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""920"", ""normalized_unit"": ""nm"", ""raw"": ""920 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""400"", ""normalized_unit"": ""nm"", ""raw"": ""400 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""800"", ""normalized_unit"": ""nm"", ""raw"": ""800 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""740"", ""normalized_unit"": ""nm"", ""raw"": ""740 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""340"", ""normalized_unit"": ""nm"", ""raw"": ""340 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""450"", ""normalized_unit"": ""nm"", ""raw"": ""450 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""520"", ""normalized_unit"": ""nm"", ""raw"": ""520 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""360"", ""normalized_unit"": ""nm"", ""raw"": ""360 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;motion_or_dwell;power_plane;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
FORM-dfa96a34b2497a9f81,CONDCL-2d812a6ae4404c05d6,OA2P-000147,10.1021/acsaom.4c00080,out_of_scope_for_expansion,6,pulse_width_fs;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""10"", ""normalized_unit"": ""fs"", ""raw"": ""10 fs"", ""raw_unit"": ""fs""}], ""wavelength_nm"": [{""normalized"": ""900"", ""normalized_unit"": ""nm"", ""raw"": ""900 nm"", ""raw_unit"": ""nm""}]}",,,,0,0,no_molecular_identity_detected,multi_field_condition_only_candidate,false,2,atmosphere;focusing;geometry;motion_or_dwell;power_plane;repetition_rate,automatic_candidate_not_accepted_for_model_or_COMSOL,,,,,,,,,,,,,,,,
